,id,reason_for_absence,month_of_absence,day_of_the_week,seasons,transportation_expense,distance_from_residence_to_work,service_time,age,work_load_average/day,hit_target,disciplinary_failure,education,son,social_drinker,social_smoker,pet,weight,height,body_mass_index,absenteeism_time_in_hours,absence_category
286,15,28,9,6,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3,1
287,15,7,9,2,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,40,4
288,3,13,9,2,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,2
289,11,24,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,2
290,1,26,10,2,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4,1
291,11,26,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,2
292,11,22,10,6,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,2
293,36,0,10,6,4,118,13,18,50,265.017,88,1,1,1,1,0,0,98,178,31,0,0
294,33,0,10,6,4,248,25,14,47,265.017,88,1,1,2,0,0,1,86,165,32,0,0
295,22,1,10,2,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,8,2
296,34,7,10,2,4,118,10,10,37,265.017,88,0,1,0,0,0,0,83,172,28,3,1
297,13,22,10,2,4,369,17,12,31,265.017,88,0,1,3,1,0,0,70,169,25,8,2
298,3,28,10,4,4,179,51,18,38,265.017,88,0,1,0,1,0,0,89,170,31,1,1
299,22,1,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,64,4
300,5,0,10,4,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38,0,0
301,11,19,10,5,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,16,3
302,20,28,10,6,4,260,50,11,36,265.017,88,0,1,4,1,0,0,65,168,23,3,1
303,5,0,10,6,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38,0,0
304,5,23,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2,1
305,5,23,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2,1
306,36,28,10,3,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,1
307,15,28,10,3,4,291,31,12,40,265.017,88,0,1,1,1,0,1,73,171,25,4,1
308,22,23,10,5,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,16,3
309,36,28,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,1
310,10,10,10,2,4,361,52,3,28,265.017,88,0,1,1,1,0,4,80,172,27,8,2
311,20,0,10,3,4,260,50,11,36,265.017,88,1,1,4,1,0,0,65,168,23,0,0
312,15,0,10,3,4,291,31,12,40,265.017,88,1,1,1,1,0,1,73,171,25,0,0
313,30,0,10,3,4,157,27,6,29,265.017,88,1,1,0,1,1,0,75,185,22,0,0
314,22,1,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5,2
315,22,7,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5,2
316,36,23,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31,1,1
317,34,11,11,2,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,8,2
318,33,23,11,2,4,248,25,14,47,284.031,97,0,1,2,0,0,1,86,165,32,2,1
319,3,6,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,8,2
320,20,28,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,3,1
321,15,23,11,2,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,1,1
322,23,1,11,2,4,378,49,11,36,284.031,97,0,1,2,0,1,4,65,174,21,8,2
323,14,11,11,2,4,155,12,14,34,284.031,97,0,1,2,1,0,0,95,196,25,120,4
324,5,26,11,2,4,235,20,13,43,284.031,97,0,1,1,1,0,0,106,167,38,8,2
325,18,0,11,3,4,330,16,4,28,284.031,97,1,2,0,0,0,0,84,182,25,0,0
326,1,18,11,4,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,1,1
327,34,11,11,4,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,3,1
328,1,25,11,5,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,2,1
329,3,28,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,3,1
330,24,13,11,6,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23,8,2
331,15,12,11,6,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,4,1
332,24,13,11,2,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23,8,2
333,3,28,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,1,1
334,20,10,11,4,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,8,2
335,20,15,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,8,2
336,23,0,11,6,4,378,49,11,36,284.031,97,1,1,2,0,1,4,65,174,21,0,0
337,7,0,11,3,4,279,5,14,39,284.031,97,1,1,2,1,1,0,68,168,24,0,0
338,3,23,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,1,1
339,28,12,12,2,4,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24,3,1
340,3,28,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,2,1
341,3,28,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,1
342,1,23,12,2,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,3,1
343,36,28,12,3,4,118,13,18,50,236.629,93,0,1,1,1,0,0,98,178,31,1,1
344,20,28,12,6,4,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,4,1
345,24,4,12,5,4,246,25,16,41,236.629,93,0,1,0,1,0,0,67,170,23,8,2
346,3,28,12,5,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,1
347,3,28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,1
348,22,23,12,3,4,179,26,9,30,236.629,93,0,3,0,0,0,0,56,171,19,1,1
349,34,25,12,3,4,118,10,10,37,236.629,93,0,1,0,0,0,0,83,172,28,8,2
350,1,25,12,5,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,2,1
351,3,28,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,1,1
352,5,13,12,3,2,235,20,13,43,236.629,93,0,1,1,1,0,0,106,167,38,8,2
353,1,14,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,4,1
354,20,26,12,4,2,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,8,2
355,30,28,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22,2,1
356,3,28,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,3,1
357,11,19,12,2,2,289,36,13,33,236.629,93,0,1,2,1,0,1,90,172,30,8,2
358,28,23,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24,5,2
359,34,19,1,2,2,118,10,10,37,330.061,100,0,1,0,0,0,0,83,172,28,32,4
360,14,23,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,2,1
361,1,13,1,3,2,235,11,14,37,330.061,100,0,3,1,0,0,1,88,172,29,1,1
362,14,23,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,4,1
363,11,26,1,2,2,289,36,13,33,330.061,100,0,1,2,1,0,1,90,172,30,8,2
364,15,3,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25,8,2
365,5,26,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38,8,2
366,36,26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,4,1
367,3,28,1,4,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,1
368,3,28,1,6,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,1
369,34,28,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28,2,1
370,3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
371,28,7,2,4,2,225,26,9,28,251.818,96,0,1,1,0,0,2,69,169,24,1,1
372,11,22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,3,1
373,20,28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,3,1
374,3,23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
375,3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,2,1
376,3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
377,3,10,2,5,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,8,2
378,24,26,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,8,2
379,3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
380,6,22,2,2,2,189,29,13,33,251.818,96,0,1,2,0,0,2,69,167,25,8,2
381,3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
382,24,23,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,2,1
383,15,23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,2,1
384,30,11,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22,16,3
385,3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
386,3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
387,24,10,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,24,3
388,3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
389,3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,1
390,34,18,3,3,2,118,10,10,37,244.387,98,0,1,0,0,0,0,83,172,28,8,2
391,24,19,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,16,3
392,24,28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,1
393,20,28,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,4,1
394,3,28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,2,1
395,1,22,3,2,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,2
396,17,22,3,3,2,179,22,17,40,244.387,98,0,2,2,0,1,0,63,170,22,8,2
397,23,22,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21,8,2
398,3,28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,16,3
399,10,22,3,4,2,361,52,3,28,244.387,98,0,1,1,1,0,4,80,172,27,8,2
400,13,0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25,0,0
401,1,21,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,2
402,36,23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,2,1
403,36,14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,3,1
404,36,13,3,4,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,8,2
405,1,0,3,5,3,235,11,14,37,244.387,98,1,3,1,0,0,1,88,172,29,0,0
406,24,0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23,0,0
407,36,0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31,0,0
408,3,28,3,6,3,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,8,2
409,11,22,3,6,3,289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30,8,2
410,20,19,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,8,2
411,24,28,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,1
412,3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,1
413,20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3,1
414,18,26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4,1
415,13,22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4,1
416,33,26,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4,1
417,18,23,4,4,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,8,2
418,3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,8,2
419,36,23,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,1,1
420,36,13,4,4,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,120,4
421,26,28,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25,8,2
422,20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4,1
423,3,28,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,1
424,34,11,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2,1
425,5,13,5,2,3,235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38,16,3
426,33,23,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2,1
427,13,10,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25,8,2
428,22,23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,1
429,3,28,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4,1
430,10,23,5,5,3,361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27,1,1
431,20,28,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3,1
432,17,11,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2,1
433,17,8,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3,1
434,9,18,5,4,3,228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22,8,2
435,28,25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3,1
436,18,13,5,6,3,330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25,8,2
437,22,25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2,1
438,34,28,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28,1,1
439,1,1,5,2,3,235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29,8,2
440,22,23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,1
441,34,23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3,1
442,3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3,1
443,34,28,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2,1
444,28,23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4,1
445,20,28,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4,1
446,3,0,6,6,3,179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31,0,0
447,15,13,6,2,3,291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25,40,4
448,3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,24,3
449,24,28,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3,1
450,3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4,1
451,5,26,6,3,3,235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38,8,2
452,3,28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2,1
453,28,23,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2,1
454,36,23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2,1
455,3,5,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,8,2
456,22,21,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2,1
457,24,28,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2,1
458,18,11,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25,1,1
459,1,13,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29,8,2
460,22,23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2,1
461,28,25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4,1
462,20,13,7,6,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,8,2
463,21,7,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25,8,2
464,18,25,7,6,1,330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25,8,2
465,34,26,7,6,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,2
466,20,26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4,1
467,34,28,7,3,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,2
468,26,15,7,2,1,300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25,8,2
469,2,23,7,2,1,235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33,1,1
470,24,28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,1
471,28,9,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,112,4
472,3,28,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31,1,1
473,36,23,7,6,1,118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31,1,1
474,10,22,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27,8,2
475,11,22,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30,8,2
476,5,26,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38,8,2
477,24,28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,1
478,15,28,7,5,1,291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25,1,1
479,7,23,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2,1
480,3,25,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,1
481,17,25,8,2,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,1,1
482,24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4,1
483,34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4,1
484,11,26,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30,8,2
485,5,26,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38,8,2
486,15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4,1
487,3,25,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,1
488,17,25,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,8,2
489,18,23,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25,16,3
490,1,23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4,1
491,24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,1,1
492,34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,5,2
493,15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2,1
494,20,28,8,2,1,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3,1
495,24,28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,1
496,24,28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,1
497,34,28,9,3,1,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3,1
498,14,23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2,1
499,15,28,9,5,1,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2,1
500,22,23,9,6,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,8,2
501,33,23,9,6,1,248,25,14,47,261.756,87,0,1,2,0,0,1,86,165,32,1,1
502,3,23,9,2,1,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,4,1
503,28,23,9,4,1,225,26,9,28,261.756,87,0,1,1,0,0,2,69,169,24,1,1
504,22,23,9,2,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,2,1
505,13,23,9,3,4,369,17,12,31,261.756,87,0,1,3,1,0,0,70,169,25,8,2
506,10,22,9,3,4,361,52,3,28,261.756,87,0,1,1,1,0,4,80,172,27,8,2
507,32,4,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,1,1
508,25,11,10,5,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,3,1
509,24,26,10,6,4,246,25,16,41,284.853,91,0,1,0,1,0,0,67,170,23,8,2
510,32,14,10,4,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,3,1
511,15,28,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,2,1
512,34,23,10,3,4,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,2,1
513,32,23,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,2,1
514,15,23,10,6,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1,1
515,28,23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,2,1
516,13,23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,2
517,13,23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,3,1
518,28,23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,4,1
519,13,26,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,2
520,3,28,10,4,4,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,3,1
521,9,1,10,4,4,228,14,16,58,284.853,91,0,1,2,0,0,1,65,172,22,1,1
522,15,23,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1,1
523,13,10,10,5,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,2
524,28,13,10,5,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,1,1
525,13,10,10,6,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,2
526,28,10,10,6,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3,1
527,6,23,10,2,4,189,29,13,33,284.853,91,0,1,2,0,0,2,69,167,25,8,2
528,25,6,10,2,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,8,2
529,33,10,10,2,4,248,25,14,47,284.853,91,0,1,2,0,0,1,86,165,32,8,2
530,28,0,10,2,4,225,26,9,28,284.853,91,1,1,1,0,0,2,69,169,24,0,0
531,28,13,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3,1
532,3,21,11,3,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,1
533,34,28,11,4,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,3,1
534,18,2,11,4,4,330,16,4,28,268.519,93,0,2,0,0,0,0,84,182,25,24,3
535,3,28,11,6,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,1
536,34,9,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,2
537,11,24,11,4,4,289,36,13,33,268.519,93,0,1,2,1,0,1,90,172,30,8,2
538,25,1,11,6,4,235,16,8,32,268.519,93,0,3,0,0,0,0,75,178,25,8,2
539,28,23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,4,1
540,10,22,11,3,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,8,2
541,15,28,11,4,4,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,2,1
542,34,13,11,5,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,2,1
543,28,14,11,5,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,3,1
544,3,28,11,2,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,1
545,34,23,11,2,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,2
546,34,8,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,2
547,28,23,11,3,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2,1
548,15,0,11,3,4,291,31,12,40,268.519,93,1,1,1,1,0,1,73,171,25,0,0
549,11,0,11,4,4,289,36,13,33,268.519,93,1,1,2,1,0,1,90,172,30,0,0
550,33,14,11,5,4,248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32,4,1
551,5,0,11,5,4,235,20,13,43,268.519,93,1,1,1,1,0,0,106,167,38,0,0
552,28,23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2,1
553,13,26,11,6,4,369,17,12,31,268.519,93,0,1,3,1,0,0,70,169,25,8,2
554,10,28,11,2,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,2,1
555,3,13,12,3,4,179,51,18,38,280.549,98,0,1,0,1,0,0,89,170,31,32,4
556,15,28,12,4,4,291,31,12,40,280.549,98,0,1,1,1,0,1,73,171,25,1,1
557,28,23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,1
558,22,13,12,6,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,1,1
559,28,23,12,6,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,1
560,28,23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,1
561,10,14,12,5,4,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,4,1
562,17,18,12,6,4,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,2,1
563,5,26,12,6,4,235,20,13,43,280.549,98,0,1,1,1,0,0,106,167,38,8,2
564,12,18,12,2,4,233,51,1,31,280.549,98,0,2,1,1,0,8,68,178,21,8,2
565,22,13,12,3,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,16,3
566,28,23,12,3,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2,1
567,28,23,12,5,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,1
568,28,23,12,2,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2,1
569,14,18,12,3,2,155,12,14,34,280.549,98,0,1,2,1,0,0,95,196,25,80,4
570,22,12,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,24,3
571,22,12,1,5,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,16,3
572,17,25,1,5,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,1
573,17,25,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,1
574,22,13,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,3,1
