Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
24.12.2010 23:20:00,980.6,-4.59,270.08,-5.38,94.2,4.34,4.09,0.25,2.6,4.17,1269.93,0.78,2.56,38.61
25.12.2010 00:20:00,981.33,-4.78,269.83,-5.72,93.1,4.28,3.98,0.3,2.53,4.06,1271.83,1.03,1.88,211.2
25.12.2010 01:20:00,982.14,-5.14,269.41,-6.27,91.7,4.16,3.82,0.35,2.42,3.89,1274.65,1.19,2.62,91.4
25.12.2010 02:20:00,982.84,-5.56,268.93,-6.62,92.2,4.03,3.72,0.31,2.36,3.78,1277.64,1.25,3.28,338.5
25.12.2010 03:20:00,983.54,-5.94,268.5,-7.14,91.1,3.92,3.57,0.35,2.26,3.63,1280.41,1.22,2.4,236.7
25.12.2010 04:20:00,984.05,-6.19,268.21,-7.38,91.2,3.84,3.5,0.34,2.22,3.56,1282.3,1.54,3.53,345.7
25.12.2010 05:20:00,984.67,-6.15,268.19,-7.44,90.5,3.85,3.49,0.37,2.21,3.54,1282.95,1.48,4.19,236.1
25.12.2010 06:20:00,985.39,-6.2,268.08,-7.42,91.0,3.84,3.49,0.35,2.21,3.54,1284.14,1.1,2.52,184.4
25.12.2010 07:20:00,986.04,-6.16,268.08,-7.28,91.7,3.85,3.53,0.32,2.23,3.58,1284.74,1.03,2.56,211.9
25.12.2010 08:20:00,986.91,-6.05,268.12,-7.21,91.4,3.88,3.55,0.33,2.24,3.6,1285.34,1.01,2.12,292.1
25.12.2010 09:20:00,987.88,-5.97,268.13,-7.05,92.0,3.91,3.6,0.31,2.27,3.64,1286.21,0.98,3.45,60.6
25.12.2010 10:20:00,988.99,-5.89,268.12,-7.3,89.7,3.93,3.53,0.4,2.22,3.57,1287.31,1.76,4.77,358.2
25.12.2010 11:20:00,989.76,-6.11,267.83,-7.49,89.9,3.86,3.47,0.39,2.19,3.51,1289.43,1.81,4.13,16.82
25.12.2010 12:20:00,990.31,-6.36,267.55,-8.33,85.8,3.79,3.25,0.54,2.05,3.29,1291.43,1.08,3.2,283.6
25.12.2010 13:20:00,990.73,-5.86,268.02,-8.35,82.4,3.94,3.25,0.69,2.04,3.28,1289.55,1.12,2.72,336.7
25.12.2010 14:20:00,991.2,-6.53,267.31,-8.9,83.1,3.74,3.11,0.63,1.95,3.14,1293.48,1.02,2.36,196.8
25.12.2010 15:20:00,991.86,-7.11,266.67,-9.53,82.7,3.58,2.96,0.62,1.86,2.98,1297.26,1.36,3.49,289.5
25.12.2010 16:20:00,992.84,-7.73,265.98,-10.08,83.1,3.41,2.83,0.58,1.78,2.85,1301.64,1.18,3.12,270.0
25.12.2010 17:20:00,993.54,-8.33,265.32,-10.5,84.2,3.25,2.74,0.51,1.72,2.76,1305.56,1.46,3.73,262.0
25.12.2010 18:20:00,994.11,-9.52,264.09,-11.6,84.7,2.96,2.51,0.45,1.57,2.52,1312.32,2.45,3.36,252.9
25.12.2010 19:20:00,994.64,-9.88,263.69,-11.95,84.7,2.88,2.44,0.44,1.53,2.45,1314.84,2.48,3.2,256.7
25.12.2010 20:20:00,995.22,-10.12,263.4,-12.03,85.8,2.82,2.42,0.4,1.52,2.43,1316.82,1.81,2.64,255.2
25.12.2010 21:20:00,995.77,-10.36,263.12,-12.36,85.1,2.77,2.36,0.41,1.47,2.37,1318.78,1.11,2.8,260.8
25.12.2010 22:20:00,995.97,-10.9,262.56,-12.95,84.7,2.65,2.25,0.41,1.4,2.26,1321.82,1.4,2.58,255.6
25.12.2010 23:20:00,996.41,-11.39,262.04,-13.45,84.6,2.55,2.16,0.39,1.35,2.17,1324.93,1.12,1.76,238.9
26.12.2010 00:20:00,996.41,-11.56,261.87,-13.74,83.7,2.52,2.11,0.41,1.32,2.11,1325.81,0.45,0.9,193.3
26.12.2010 01:20:00,996.61,-12.28,261.13,-14.46,83.6,2.37,1.98,0.39,1.24,1.99,1329.81,1.18,1.76,238.6
26.12.2010 02:20:00,996.73,-12.63,260.77,-14.63,84.8,2.31,1.96,0.35,1.22,1.96,1331.76,0.57,1.04,208.8
26.12.2010 03:20:00,996.93,-13.16,260.23,-15.27,84.0,2.21,1.86,0.35,1.16,1.86,1334.8,0.57,0.88,187.4
26.12.2010 04:20:00,996.98,-14.11,259.27,-15.5,89.1,2.04,1.82,0.22,1.14,1.83,1339.77,0.78,1.36,226.2
26.12.2010 05:20:00,997.35,-14.04,259.32,-15.51,88.5,2.05,1.82,0.24,1.13,1.82,1339.92,1.04,1.6,221.4
26.12.2010 06:20:00,997.56,-13.86,259.48,-15.66,86.1,2.09,1.8,0.29,1.12,1.8,1339.27,0.68,1.0,200.9
26.12.2010 07:20:00,997.38,-13.28,260.08,-14.84,87.9,2.19,1.92,0.26,1.2,1.93,1335.98,0.9,1.38,161.1
26.12.2010 08:20:00,997.36,-13.64,259.72,-14.95,89.7,2.12,1.9,0.22,1.19,1.91,1337.82,1.43,2.92,176.1
26.12.2010 09:20:00,997.5,-12.28,261.07,-13.77,88.5,2.37,2.1,0.27,1.31,2.11,1330.93,0.85,2.4,156.4
26.12.2010 10:20:00,997.39,-11.45,261.91,-12.93,88.7,2.54,2.25,0.29,1.41,2.26,1326.49,1.19,1.8,202.8
26.12.2010 11:20:00,997.34,-9.85,263.51,-11.53,87.4,2.89,2.52,0.36,1.57,2.53,1318.23,0.44,1.12,68.94
26.12.2010 12:20:00,997.29,-9.01,264.35,-10.83,86.5,3.08,2.67,0.42,1.67,2.67,1313.9,0.38,0.64,152.3
26.12.2010 13:20:00,996.58,-8.08,265.34,-10.04,85.7,3.32,2.84,0.47,1.78,2.85,1308.27,0.5,1.0,214.8
26.12.2010 14:20:00,996.5,-7.25,266.18,-9.04,86.9,3.54,3.08,0.46,1.92,3.09,1303.96,0.56,1.12,191.9
26.12.2010 15:20:00,996.59,-6.76,266.66,-8.4,88.0,3.68,3.24,0.44,2.02,3.25,1301.59,0.57,1.08,184.5
26.12.2010 16:20:00,996.5,-6.47,266.96,-7.96,89.1,3.76,3.35,0.41,2.09,3.36,1300.01,0.49,0.96,149.5
26.12.2010 17:20:00,996.75,-6.47,266.94,-7.84,89.9,3.76,3.38,0.38,2.11,3.39,1300.34,0.73,1.2,199.3
26.12.2010 18:20:00,996.62,-6.49,266.93,-7.71,90.9,3.75,3.41,0.34,2.13,3.42,1300.22,0.84,1.48,167.5
26.12.2010 19:20:00,996.72,-6.48,266.93,-7.68,91.1,3.76,3.42,0.33,2.14,3.43,1300.3,0.73,1.56,168.9
26.12.2010 20:20:00,996.8,-6.91,266.5,-8.26,90.0,3.64,3.27,0.36,2.04,3.28,1302.57,1.56,2.6,148.7
26.12.2010 21:20:00,996.3,-7.0,266.44,-8.44,89.4,3.61,3.23,0.38,2.02,3.24,1302.4,1.95,3.53,153.3
26.12.2010 22:20:00,996.03,-7.16,266.3,-8.59,89.4,3.56,3.19,0.38,1.99,3.2,1302.84,1.95,3.2,137.8
26.12.2010 23:20:00,995.82,-7.16,266.32,-8.58,89.5,3.56,3.19,0.37,1.99,3.2,1302.57,1.89,2.84,188.1
27.12.2010 00:20:00,995.23,-7.2,266.32,-8.78,88.4,3.55,3.14,0.41,1.97,3.16,1302.03,2.84,4.65,169.4
27.12.2010 01:20:00,994.84,-7.45,266.1,-9.08,88.0,3.48,3.07,0.42,1.92,3.08,1302.78,2.57,4.57,165.3
27.12.2010 02:20:00,994.58,-7.44,266.13,-8.83,89.7,3.49,3.13,0.36,1.96,3.15,1302.36,0.82,2.36,174.3
27.12.2010 03:20:00,994.54,-7.58,266.0,-8.34,94.2,3.45,3.25,0.2,2.03,3.27,1302.92,1.37,2.26,168.6
27.12.2010 04:20:00,994.17,-7.5,266.1,-8.28,94.1,3.47,3.27,0.2,2.05,3.29,1302.04,1.26,1.76,208.1
27.12.2010 05:20:00,994.33,-6.86,266.73,-7.77,93.2,3.65,3.4,0.25,2.13,3.42,1299.07,1.11,1.88,190.0
27.12.2010 06:20:00,994.53,-6.42,267.16,-7.36,93.0,3.77,3.51,0.26,2.2,3.53,1297.13,1.06,2.2,185.0
27.12.2010 07:20:00,994.82,-5.77,267.79,-6.79,92.4,3.97,3.67,0.3,2.3,3.69,1294.23,0.91,2.52,166.2
27.12.2010 08:20:00,995.14,-5.65,267.89,-6.67,92.4,4.01,3.7,0.3,2.32,3.72,1294.07,0.73,1.16,223.8
27.12.2010 09:20:00,995.51,-5.24,268.26,-6.47,91.0,4.13,3.76,0.37,2.35,3.78,1292.57,0.59,0.96,209.0
27.12.2010 10:20:00,995.57,-4.81,268.69,-6.31,89.1,4.27,3.8,0.47,2.38,3.82,1290.53,1.12,1.88,153.4
27.12.2010 11:20:00,995.42,-4.22,269.29,-5.93,87.8,4.46,3.92,0.54,2.45,3.94,1287.48,1.02,1.68,162.7
27.12.2010 12:20:00,994.94,-3.49,270.06,-5.3,87.2,4.72,4.11,0.6,2.57,4.13,1283.28,1.17,1.96,156.2
27.12.2010 13:20:00,994.83,-2.43,271.14,-4.57,85.1,5.11,4.35,0.76,2.72,4.37,1277.96,1.27,2.32,125.4
27.12.2010 14:20:00,994.61,-2.39,271.19,-5.04,81.9,5.12,4.19,0.93,2.63,4.22,1277.59,4.57,7.09,209.6
27.12.2010 15:20:00,994.9,-2.84,270.72,-4.27,89.8,4.95,4.45,0.51,2.79,4.47,1279.95,1.53,2.3,153.5
27.12.2010 16:20:00,994.83,-2.46,271.1,-4.27,87.3,5.09,4.45,0.65,2.79,4.47,1278.08,1.43,1.92,181.6
27.12.2010 17:20:00,994.69,-2.75,270.82,-4.48,87.8,4.99,4.38,0.61,2.74,4.4,1279.3,1.9,3.2,146.4
27.12.2010 18:20:00,994.64,-3.12,270.45,-4.71,88.7,4.85,4.3,0.55,2.69,4.32,1281.03,2.9,4.61,165.1
27.12.2010 19:20:00,994.88,-2.86,270.69,-4.7,87.1,4.94,4.31,0.64,2.7,4.33,1280.11,2.65,5.09,171.8
27.12.2010 20:20:00,994.66,-3.07,270.51,-4.64,88.8,4.87,4.32,0.55,2.71,4.35,1280.79,2.45,4.05,166.5
27.12.2010 21:20:00,994.24,-2.67,270.94,-4.44,87.5,5.02,4.39,0.63,2.75,4.42,1278.31,3.3,6.05,182.6
27.12.2010 22:20:00,993.63,-2.86,270.79,-4.32,89.6,4.94,4.43,0.51,2.78,4.46,1278.45,2.63,4.45,162.0
27.12.2010 23:20:00,993.2,-2.35,271.34,-4.38,85.8,5.14,4.41,0.73,2.77,4.44,1275.44,3.61,5.33,183.6
28.12.2010 00:20:00,992.33,-3.03,270.72,-4.4,90.2,4.88,4.4,0.48,2.76,4.44,1277.57,3.22,5.13,161.2
28.12.2010 01:20:00,992.42,-2.66,271.09,-4.24,88.8,5.02,4.46,0.56,2.8,4.49,1275.92,0.92,1.76,8.37
28.12.2010 02:20:00,993.08,-2.26,271.44,-4.35,85.5,5.17,4.42,0.75,2.77,4.45,1274.89,1.03,1.36,35.09
28.12.2010 03:20:00,993.24,-2.65,271.04,-4.47,87.2,5.02,4.38,0.64,2.75,4.41,1276.94,1.4,2.08,248.4
28.12.2010 04:20:00,993.24,-2.76,270.93,-4.6,87.0,4.98,4.34,0.65,2.72,4.37,1277.47,0.77,1.48,277.0
28.12.2010 05:20:00,993.31,-3.03,270.65,-4.88,87.0,4.88,4.25,0.63,2.66,4.28,1278.91,2.11,2.76,249.5
28.12.2010 06:20:00,993.54,-3.36,270.3,-4.92,88.9,4.76,4.23,0.53,2.65,4.26,1280.79,0.88,1.76,122.2
28.12.2010 07:20:00,993.95,-3.47,270.16,-4.86,90.0,4.72,4.25,0.47,2.66,4.28,1281.82,0.8,1.28,359.8
28.12.2010 08:20:00,994.52,-4.09,269.49,-5.08,92.8,4.51,4.18,0.32,2.62,4.21,1285.55,3.83,5.41,24.87
28.12.2010 09:20:00,994.9,-4.37,269.19,-5.75,90.0,4.41,3.97,0.44,2.49,3.99,1287.46,3.43,5.05,29.39
28.12.2010 10:20:00,995.52,-4.7,268.81,-6.19,89.2,4.3,3.84,0.46,2.4,3.86,1289.93,2.44,3.41,31.42
28.12.2010 11:20:00,995.77,-4.58,268.91,-7.53,79.7,4.35,3.46,0.88,2.17,3.48,1289.84,2.23,3.73,62.58
28.12.2010 12:20:00,995.83,-4.44,269.04,-8.28,74.4,4.39,3.27,1.12,2.04,3.28,1289.38,2.33,3.0,34.96
28.12.2010 13:20:00,995.92,-4.01,269.47,-6.89,80.2,4.54,3.64,0.9,2.28,3.65,1287.23,2.63,3.61,19.28
28.12.2010 14:20:00,996.0,-5.73,267.74,-7.81,85.1,3.98,3.39,0.59,2.12,3.4,1295.74,4.09,5.61,29.43
28.12.2010 15:20:00,996.48,-6.76,266.67,-8.33,88.5,3.68,3.25,0.42,2.03,3.26,1301.46,4.18,5.21,35.9
28.12.2010 16:20:00,996.86,-7.82,265.58,-9.09,90.5,3.39,3.06,0.32,1.91,3.07,1307.25,3.25,4.21,28.2
28.12.2010 17:20:00,997.47,-8.44,264.91,-9.54,91.7,3.22,2.96,0.27,1.85,2.96,1311.15,2.86,4.05,54.87
28.12.2010 18:20:00,998.12,-9.2,264.1,-10.32,91.5,3.04,2.78,0.26,1.73,2.78,1315.88,1.6,2.48,136.6
28.12.2010 19:20:00,998.48,-9.87,263.4,-10.98,91.5,2.88,2.64,0.24,1.64,2.64,1319.78,2.55,3.55,83.8
28.12.2010 20:20:00,998.72,-10.29,262.97,-11.32,92.1,2.79,2.57,0.22,1.6,2.57,1322.23,2.17,3.91,129.9
28.12.2010 21:20:00,999.07,-10.25,262.98,-11.3,91.9,2.79,2.57,0.23,1.6,2.57,1322.5,2.36,3.65,146.5
28.12.2010 22:20:00,998.95,-10.3,262.94,-11.3,92.3,2.78,2.57,0.21,1.6,2.57,1322.59,1.52,2.52,161.9
28.12.2010 23:20:00,998.96,-10.24,263.0,-11.2,92.6,2.8,2.59,0.21,1.61,2.59,1322.29,1.32,1.92,143.7
29.12.2010 00:20:00,998.71,-10.47,262.79,-11.37,93.0,2.75,2.55,0.19,1.59,2.56,1323.14,1.99,3.34,143.7
29.12.2010 01:20:00,998.45,-11.02,262.26,-11.84,93.6,2.63,2.46,0.17,1.53,2.46,1325.62,1.98,2.8,177.7
29.12.2010 02:20:00,998.63,-11.62,261.64,-12.58,92.5,2.5,2.32,0.19,1.44,2.32,1328.97,1.9,2.4,44.01
29.12.2010 03:20:00,999.17,-12.21,261.01,-13.23,92.0,2.39,2.2,0.19,1.37,2.2,1332.76,0.31,0.72,353.3
29.12.2010 04:20:00,999.1,-13.15,260.08,-14.19,91.8,2.21,2.03,0.18,1.26,2.03,1337.57,0.46,0.88,195.1
29.12.2010 05:20:00,998.79,-14.54,258.71,-15.65,91.2,1.97,1.8,0.17,1.12,1.8,1344.45,0.64,0.96,158.4
29.12.2010 06:20:00,998.59,-14.95,258.31,-16.29,89.4,1.91,1.7,0.2,1.06,1.71,1346.37,0.43,0.72,162.6
29.12.2010 07:20:00,998.84,-15.26,257.99,-16.58,89.5,1.86,1.66,0.19,1.04,1.66,1348.34,0.67,0.92,166.1
29.12.2010 08:20:00,998.94,-14.94,258.3,-16.21,89.9,1.91,1.71,0.19,1.07,1.72,1346.79,0.64,1.12,180.0
29.12.2010 09:20:00,999.25,-15.64,257.58,-17.02,89.0,1.8,1.6,0.2,1.0,1.6,1350.92,0.84,1.44,220.4
29.12.2010 10:20:00,999.45,-14.7,258.5,-16.12,88.8,1.95,1.73,0.22,1.08,1.73,1346.21,0.9,1.56,186.1
29.12.2010 11:20:00,999.14,-13.51,259.71,-15.08,87.8,2.15,1.88,0.26,1.17,1.89,1339.54,0.93,1.76,120.5
29.12.2010 12:20:00,998.99,-12.36,260.88,-14.14,86.4,2.36,2.04,0.32,1.27,2.04,1333.36,0.94,1.76,52.82
29.12.2010 13:20:00,998.72,-11.26,262.0,-13.86,80.9,2.58,2.09,0.49,1.3,2.09,1327.37,0.61,1.16,32.9
29.12.2010 14:20:00,998.34,-11.01,262.27,-13.92,78.9,2.63,2.07,0.55,1.29,2.08,1325.61,1.9,2.56,42.9
29.12.2010 15:20:00,998.34,-10.54,262.75,-13.78,76.9,2.73,2.1,0.63,1.31,2.1,1323.23,1.2,1.88,259.0
29.12.2010 16:20:00,998.55,-11.61,261.66,-14.13,81.4,2.51,2.04,0.47,1.27,2.04,1328.95,0.9,2.16,288.9
29.12.2010 17:20:00,998.71,-12.92,260.34,-14.83,85.4,2.25,1.92,0.33,1.2,1.93,1335.91,0.58,0.98,66.26
29.12.2010 18:20:00,999.18,-14.44,258.78,-15.9,88.5,1.99,1.76,0.23,1.1,1.76,1344.48,0.73,1.46,7.41
29.12.2010 19:20:00,999.11,-14.56,258.67,-15.96,89.0,1.97,1.75,0.22,1.09,1.75,1345.01,0.39,1.0,72.6
29.12.2010 20:20:00,999.32,-14.16,259.05,-15.79,87.3,2.03,1.78,0.26,1.11,1.78,1343.21,0.73,1.18,235.1
29.12.2010 21:20:00,999.16,-14.2,259.02,-15.4,90.5,2.03,1.84,0.19,1.14,1.84,1343.17,0.76,1.08,175.6
29.12.2010 22:20:00,999.32,-13.45,259.76,-14.49,91.8,2.16,1.98,0.18,1.23,1.98,1339.43,0.6,1.32,154.0
29.12.2010 23:20:00,999.58,-13.2,259.99,-14.36,90.9,2.2,2.0,0.2,1.25,2.0,1338.48,0.92,1.28,150.2
30.12.2010 00:20:00,999.68,-13.35,259.83,-14.53,90.7,2.17,1.97,0.2,1.23,1.97,1339.39,1.76,2.56,150.6
30.12.2010 01:20:00,999.38,-12.89,260.32,-14.03,91.1,2.26,2.06,0.2,1.28,2.06,1336.59,1.6,2.56,174.0
30.12.2010 02:20:00,999.32,-12.64,260.57,-13.76,91.2,2.3,2.1,0.2,1.31,2.1,1335.2,1.86,2.64,148.2
30.12.2010 03:20:00,999.2,-12.58,260.64,-13.72,91.1,2.32,2.11,0.21,1.31,2.11,1334.73,2.29,3.08,145.8
30.12.2010 04:20:00,998.76,-12.55,260.7,-13.68,91.2,2.32,2.12,0.2,1.32,2.12,1333.98,2.23,3.24,150.3
30.12.2010 05:20:00,998.58,-12.23,261.04,-13.32,91.5,2.38,2.18,0.2,1.36,2.18,1332.08,1.23,2.08,174.5
30.12.2010 06:20:00,998.55,-12.09,261.18,-13.17,91.6,2.41,2.21,0.2,1.38,2.21,1331.31,1.71,2.44,173.7
30.12.2010 07:20:00,998.79,-11.73,261.52,-12.77,91.9,2.48,2.28,0.2,1.42,2.28,1329.75,1.58,2.6,169.2
30.12.2010 08:20:00,998.94,-11.41,261.83,-12.44,92.0,2.55,2.34,0.2,1.46,2.35,1328.31,1.5,2.28,177.1
30.12.2010 09:20:00,998.57,-11.31,261.96,-12.34,92.0,2.57,2.36,0.21,1.47,2.37,1327.29,1.58,2.68,161.7
30.12.2010 10:20:00,999.14,-10.73,262.49,-11.75,92.1,2.69,2.48,0.21,1.54,2.48,1325.05,1.86,2.64,178.5
30.12.2010 11:20:00,999.42,-10.15,263.05,-11.14,92.4,2.82,2.6,0.21,1.62,2.6,1322.45,1.41,2.2,175.5
30.12.2010 12:20:00,998.56,-9.61,263.66,-10.55,92.8,2.94,2.73,0.21,1.7,2.73,1318.53,1.82,3.49,167.4
30.12.2010 13:20:00,997.53,-8.92,264.43,-9.81,93.2,3.11,2.89,0.21,1.81,2.9,1313.65,1.81,2.56,168.6
30.12.2010 14:20:00,997.16,-8.45,264.93,-9.29,93.6,3.22,3.02,0.21,1.88,3.02,1310.77,1.16,1.68,181.3
30.12.2010 15:20:00,997.26,-7.77,265.6,-8.47,94.7,3.4,3.22,0.18,2.01,3.23,1307.44,0.57,1.32,144.8
30.12.2010 16:20:00,996.93,-7.76,265.63,-8.4,95.1,3.4,3.23,0.17,2.02,3.24,1306.95,0.86,1.64,161.3
30.12.2010 17:20:00,997.25,-7.46,265.91,-8.08,95.3,3.48,3.32,0.16,2.07,3.33,1305.86,0.92,1.6,152.7
30.12.2010 18:20:00,997.27,-6.92,266.45,-7.49,95.7,3.63,3.47,0.16,2.17,3.48,1303.17,0.79,1.66,159.2
30.12.2010 19:20:00,997.15,-6.91,266.47,-7.49,95.6,3.63,3.47,0.16,2.17,3.48,1302.95,1.18,2.64,180.0
30.12.2010 20:20:00,996.93,-9.28,264.11,-10.06,94.0,3.02,2.84,0.18,1.77,2.85,1314.68,1.76,2.68,175.6
30.12.2010 21:20:00,996.88,-10.2,263.2,-11.05,93.4,2.81,2.62,0.19,1.64,2.63,1319.32,1.5,2.76,161.3
30.12.2010 22:20:00,996.87,-10.8,262.6,-11.71,92.9,2.67,2.48,0.19,1.55,2.49,1322.4,1.05,1.52,174.0
30.12.2010 23:20:00,996.99,-11.06,262.33,-12.03,92.5,2.62,2.42,0.2,1.51,2.43,1323.89,1.63,2.4,160.5
31.12.2010 00:20:00,996.65,-10.64,262.77,-11.57,92.8,2.71,2.51,0.2,1.57,2.52,1321.29,1.68,2.64,172.4
31.12.2010 01:20:00,996.53,-10.2,263.22,-11.09,93.1,2.81,2.61,0.19,1.63,2.62,1318.86,1.54,2.64,209.5
31.12.2010 02:20:00,996.01,-9.6,263.86,-10.42,93.7,2.94,2.76,0.19,1.72,2.77,1315.09,1.0,1.64,194.8
31.12.2010 03:20:00,995.95,-8.81,264.66,-9.54,94.4,3.13,2.96,0.18,1.85,2.97,1310.98,0.62,1.42,174.7
31.12.2010 04:20:00,995.93,-8.22,265.25,-8.91,94.7,3.28,3.11,0.17,1.94,3.12,1307.98,1.01,1.48,220.0
31.12.2010 05:20:00,995.56,-7.88,265.62,-8.53,95.0,3.37,3.2,0.17,2.0,3.22,1305.77,1.18,1.54,196.9
31.12.2010 06:20:00,995.01,-7.34,266.2,-7.96,95.3,3.51,3.35,0.17,2.1,3.37,1302.31,1.16,2.32,183.8
31.12.2010 07:20:00,995.39,-6.6,266.91,-7.16,95.8,3.72,3.56,0.16,2.23,3.58,1299.1,1.13,1.92,191.8
31.12.2010 08:20:00,995.57,-5.98,267.52,-6.47,96.3,3.9,3.76,0.14,2.35,3.78,1296.23,1.1,2.0,206.6
31.12.2010 09:20:00,995.99,-5.46,268.01,-5.91,96.6,4.06,3.92,0.14,2.45,3.94,1294.16,1.22,2.28,183.4
31.12.2010 10:20:00,995.76,-4.43,269.06,-4.83,97.0,4.39,4.26,0.13,2.67,4.28,1288.74,1.25,2.02,193.4
31.12.2010 11:20:00,995.87,-3.38,270.1,-3.73,97.4,4.76,4.63,0.12,2.9,4.65,1283.67,1.03,1.68,205.4
31.12.2010 12:20:00,995.76,-2.27,271.22,-2.65,97.2,5.17,5.02,0.14,3.14,5.04,1278.1,0.7,1.32,145.4
31.12.2010 13:20:00,995.33,-0.7,272.83,-0.96,98.1,5.81,5.69,0.11,3.57,5.72,1269.83,1.42,3.3,216.4
31.12.2010 14:20:00,995.49,0.28,273.79,-0.7,93.1,6.23,5.8,0.43,3.63,5.83,1265.46,2.11,4.25,273.6
31.12.2010 15:20:00,995.73,-0.06,273.44,-1.48,90.1,6.08,5.48,0.6,3.43,5.5,1267.48,1.29,2.92,274.2
31.12.2010 16:20:00,996.0,-0.42,273.05,-1.7,91.0,5.92,5.39,0.53,3.37,5.41,1269.55,1.87,3.97,255.7
31.12.2010 17:20:00,996.0,-0.63,272.84,-1.82,91.6,5.83,5.34,0.49,3.34,5.36,1270.58,1.14,2.2,206.6
31.12.2010 18:20:00,995.88,-0.62,272.87,-1.97,90.5,5.84,5.28,0.55,3.31,5.31,1270.36,0.71,1.12,47.58
31.12.2010 19:20:00,995.87,-1.02,272.46,-2.22,91.5,5.67,5.19,0.48,3.25,5.21,1272.28,0.76,1.46,33.49
31.12.2010 20:20:00,995.69,-1.41,272.09,-2.59,91.6,5.51,5.05,0.46,3.16,5.07,1273.93,0.61,1.64,170.6
31.12.2010 21:20:00,995.55,-1.7,271.81,-2.8,92.1,5.39,4.97,0.43,3.11,4.99,1275.15,0.62,1.08,141.9
31.12.2010 22:20:00,995.3,-1.65,271.87,-2.95,90.8,5.41,4.91,0.5,3.08,4.93,1274.66,0.85,1.38,202.5
31.12.2010 23:20:00,994.89,-2.43,271.13,-3.64,91.3,5.11,4.66,0.44,2.92,4.69,1277.87,1.29,1.82,224.3
01.01.2011 00:20:00,994.51,-3.16,270.42,-4.11,93.1,4.83,4.5,0.33,2.82,4.53,1280.96,1.07,1.44,205.5
01.01.2011 01:20:00,993.79,-4.0,269.64,-5.3,90.6,4.54,4.11,0.43,2.58,4.14,1284.2,0.88,1.54,221.5
01.01.2011 02:20:00,993.34,-3.8,269.88,-4.86,92.3,4.61,4.25,0.35,2.67,4.28,1282.59,1.0,2.2,149.9
01.01.2011 03:20:00,992.69,-3.44,270.29,-4.75,90.6,4.73,4.29,0.45,2.69,4.32,1280.03,1.05,1.88,124.0
01.01.2011 04:20:00,992.18,-2.59,271.18,-4.06,89.5,5.05,4.52,0.53,2.84,4.55,1275.22,1.52,4.73,226.7
01.01.2011 05:20:00,991.46,-1.49,272.34,-3.95,83.2,5.48,4.56,0.92,2.86,4.59,1269.13,1.26,2.62,206.6
01.01.2011 06:20:00,991.32,-1.44,272.4,-3.67,84.7,5.5,4.65,0.84,2.93,4.7,1268.67,1.73,2.8,217.1
01.01.2011 07:20:00,990.75,-1.04,272.85,-3.18,85.3,5.66,4.83,0.83,3.04,4.87,1265.99,1.81,3.81,213.4
01.01.2011 08:20:00,989.99,-0.49,273.45,-2.6,85.6,5.89,5.04,0.85,3.17,5.09,1262.38,2.41,5.29,199.8
01.01.2011 09:20:00,989.87,-0.43,273.53,-2.18,87.9,5.92,5.2,0.72,3.28,5.26,1261.85,1.58,3.53,148.2
01.01.2011 10:20:00,989.74,1.1,275.07,-1.1,85.2,6.61,5.63,0.98,3.55,5.69,1254.46,1.34,3.12,235.3
01.01.2011 11:20:00,989.22,1.56,275.57,-0.7,84.9,6.84,5.8,1.03,3.66,5.87,1251.62,2.72,4.65,226.8
01.01.2011 12:20:00,988.77,1.92,275.97,-0.55,83.6,7.02,5.87,1.15,3.7,5.93,1249.39,1.75,3.44,238.5
01.01.2011 13:20:00,988.35,2.04,276.13,-0.15,85.3,7.08,6.04,1.04,3.81,6.11,1248.19,1.9,4.28,238.7
01.01.2011 14:20:00,988.28,1.76,275.84,-0.15,87.1,6.94,6.04,0.89,3.81,6.11,1249.41,1.05,2.56,209.0
01.01.2011 15:20:00,988.58,1.65,275.72,-0.19,87.5,6.88,6.02,0.86,3.8,6.09,1250.27,2.53,4.2,252.3
01.01.2011 16:20:00,988.83,1.18,275.22,-0.09,91.2,6.65,6.07,0.59,3.82,6.13,1252.74,2.68,5.01,257.4
01.01.2011 17:20:00,989.54,0.67,274.66,-0.37,92.7,6.41,5.95,0.47,3.75,6.01,1255.99,1.93,3.64,257.3
01.01.2011 18:20:00,989.71,0.62,274.59,-0.39,92.9,6.39,5.94,0.45,3.74,6.0,1256.47,2.26,3.32,262.2
01.01.2011 19:20:00,989.43,0.37,274.36,-0.77,92.0,6.27,5.77,0.5,3.64,5.83,1257.34,2.71,4.05,248.6
01.01.2011 20:20:00,989.7,0.4,274.37,-1.12,89.5,6.29,5.63,0.66,3.54,5.68,1257.63,2.19,3.08,251.8
01.01.2011 21:20:00,990.07,0.16,274.1,-1.3,89.9,6.18,5.55,0.62,3.5,5.61,1259.24,2.65,5.13,251.8
01.01.2011 22:20:00,990.2,0.36,274.29,-1.54,87.0,6.27,5.45,0.82,3.43,5.51,1258.51,1.86,3.16,255.9
01.01.2011 23:20:00,990.02,0.18,274.13,-2.19,84.0,6.19,5.2,0.99,3.27,5.25,1259.22,2.38,5.09,258.0
